xgb,catboost,lgbm
34761449472,29651934042,21816240888
2.39156E+11,95548670204,1.66764E+11
35435450368,30743686353,22250178504
40020496384,34848888229,26586829258
1.06375E+11,88268658407,74434461585
34970255360,30920170539,22101644852
37252210688,36676998397,22758800066
44418670592,42099646525,29477867490
34901221376,26408693927,21816240888
35637805056,32249787490,22403358501
34098212864,30504552265,21630866330
34117910528,30596004077,21642939459
34240112640,29483932785,21695243142
33688436736,29700352426,21630866330
35719507968,31182839206,22250178504
34631045120,33236369658,21816240888
34827964416,30321220777,21656371751
36179472384,34787709565,23232953557
39029178368,36054240454,25851951429
36101324800,31672467712,22195105471
52896059392,51264610150,33619262216
35808309248,30389533581,22303453186
38568415232,1.34293E+11,23826104614
37927469056,55994637020,23739662652
41823236096,24739532032,25000437321
34666651648,30317381446,21656371751
34683338752,30374451658,21656371751
34532347904,30417238933,21726408340
49049538560,30328073488,29771028805
38147702784,31240557864,23959363703
1.33766E+11,86248615148,76500342219
34198304768,29875956931,21630866330
37321617408,34193269641,22758800066
38632726528,37438964176,25558201478
35579924480,37650025904,21898122482
38429659136,39011651407,25142364121
34149081088,31506789329,21642939459
34499538944,29212212380,21695243142
38632726528,37423829838,25558201478
35102781440,30396249027,21738253345
34854957056,33062263600,21934736105
35110088704,30448533539,21730501350
35008909312,30163682772,21700060750
36277575680,36060451868,22630336688
49369411584,64562548609,31696744705
1.87047E+11,1.2394E+11,1.27584E+11
33987280896,29936133254,21630866330
36606636032,30412436807,22726265852
35975258112,33369175539,22726265852
45490999296,25856397201,30677885446
1.86508E+11,71906580792,1.44203E+11
35034165248,30544845345,21656371751
35600535552,31900072765,22507559794
34544074752,29569370848,21642939459
35760492544,31005412925,21898122482
47805329408,72021923563,29766126546
34735955968,29588448899,22101644852
36209020928,30267253609,23132990776
35068612608,30789207036,21656371751
5.7969E+11,3.77449E+11,3.06425E+11
60159881216,45064445067,36339771738
35579924480,33899031334,21898122482
34393518080,29429226910,21695243142
34966786048,29195386961,21687987621
33700202496,29498649208,21630866330
35519033344,30521557874,22004795734
34005043200,30345679864,21630866330
44857180160,36839654244,27929331772
40378458112,38773160001,24540343661
49720795136,83572902920,33590969931
1.67122E+11,90978467880,80087863741
36196691968,34636906361,22285508060
36763373568,40178656948,22819195512
35358183424,30431369820,22004795734
38187073536,40239227098,23462653285
42708467712,45995550689,28662967303
34549026816,29093037256,21630866330
45731237888,39765900664,34383539024
34273058816,30103736157,21652902740
42674851840,39920632166,25340950412
34786570240,32862210438,21687987621
45783683072,49906377954,30064879664
51417415680,51297451229,30042010287
55337328640,59317179292,38000380768
33923102720,30013619928,21630866330
49626533888,42841542212,30396496825
55415259136,81568807363,39026001692
36322770944,30683397682,22738602049
45148540928,33416952647,29234372280
38589087744,92974593855,23633946493
33565073408,28934010346,21630866330
37735456768,24549139893,22226497797
35453972480,32353582100,22128978033
40034627584,37798802867,23715559002
73517047808,63029745325,51322731676
37392846848,32467454087,22882512968
34966388736,28994137125,21687987621
34904317952,28771245038,21687987621
36598874112,37018426963,22918349849
34996957184,31235248565,21656371751
34543177728,30060684652,21695243142
36649381888,35854311809,22945089468
35077943296,30119894081,21738253345
33812031488,30451498200,21630866330
51503509504,65065775638,41673751808
51206692864,55556357766,29556008611
51542949888,54888217834,32367952744
45926854656,1.01875E+11,29762714952
34917748736,30598961290,21816240888
50335268864,35482057826,29252207538
47389487104,29975731386,28048716610
35070722048,31185929700,22250178504
35125436416,30951958741,21738253345
35982921728,38499739616,22507559794
33809899520,29350528661,21630866330
51322945536,32129310938,31517423915
36290965504,31197605756,22798761590
36164214784,32417122773,22716016929
35356921856,32583745041,22487785513
50025893888,54255551663,31574588731
53430775808,78116238975,37250476940
34871087104,29861747755,22101644852
35077926912,31267760182,21695243142
41184538624,33232070283,25311636904
1.49266E+11,67786132030,46365770184
35692392448,41393310427,22004795734
35055800320,29545431755,21656371751
36590714880,30511685506,22739728877
35643301888,32224574587,22164664871
48971776000,42867335657,31330415001
40097357824,99510620927,24526743812
36280995840,37870657162,22195105471
35414151168,33596463646,22182414964
35781246976,30150785916,22726265852
55099723776,49109839800,46162003694
34327052288,29963263106,21656371751
34501828608,30044791775,21726408340
34685222912,30864595101,21934736105
44684001280,62525254421,25219730442
41459785728,34015110373,24334977549
34948960256,30478069041,21700060750
86436184064,1.09028E+11,61520153182
34140463104,29213980206,21630866330
35898568704,32949624756,22066401533
35218329600,30993056042,21934736105
38102355968,23217125314,23597857232
41480683520,44170633182,26067236687
36258914304,34517004152,22195105471
37446008832,31543871086,22985001457
36344827904,30064605033,22847756849
64705036288,61366067066,46922515190
73215336448,89532692200,44321133269
36681252864,31675966529,22838804255
50875101184,59463759979,45467572999
34458402816,30848130056,21726408340
36521381888,29844922471,22177266026
33974732800,29747564242,21642939459
57141362688,59769124930,38079015312
49072832512,52459078698,29180516949
35606601728,30452715311,22303453186
54356566016,37641125670,32504189801
37868625920,30232816856,23944251600
75447779328,71277957662,54667582454
80982376448,76540110085,40572981516
33970989056,29793468516,21630866330
39964831744,76361345536,23715641724
88534401024,1.50406E+11,53335745053
36175077376,43228371126,22272045035
64129908736,1.22324E+11,45975305560
35764752384,29352434941,22164664871
36778037248,31895992547,22739728877
34695319552,30815303151,22080957111
40731582464,37541948861,24412549101
34839445504,30199431128,21656371751
33970112512,30213121854,21630866330
35635453952,31300657396,22250178504
33575604224,30461782925,21630866330
48568877056,49038918124,30416262813
51292053504,43196786417,33632458719
39118299136,67036360079,23715641724
1.88221E+11,1.84288E+11,1.21316E+11
49093091328,52706619094,30178924982
34681962496,30920963515,21673037354
35123064832,30275548883,22250178504
34704908288,29662041678,21816240888
34663657472,29601238083,21816240888
34859319296,30558677183,22101644852
61650427904,1.4285E+11,40671413744
35356454912,32982302516,21726408340
52534390784,60572551615,49661770192
1.71582E+11,1.06622E+11,97131140979
34655584256,30369537286,21656371751
6.39261E+11,2.38095E+11,4.35658E+11
62668595200,88380136782,43078142471
36082724864,32919023230,22813967067
34027352064,30139946349,21630866330
59814391808,55542075110,40826332688
37180592128,45820464787,23132990776
42354188288,40123271304,24195285300
51754893312,55607521776,34133310267
2.46666E+11,1.32882E+11,1.50314E+11
1.06867E+11,1.54581E+11,45548962120
96290414592,69459125653,60956890184
35912851456,29225092284,22716016929
36521263104,30409442182,22726265852
2.91083E+11,4.7683E+11,2.39994E+11
35847151616,31264012864,22035236334
34483400704,29909382881,21656371751
45024059392,36910631267,29222975318
36789153792,22210116018,23132990776
36042207232,29598439474,22716016929
35269922816,31362113756,21854796375
36496343040,30730469982,22726265852
60951236608,36889115787,37128485936
35798589440,30248225608,22616618900
34559152128,30554812457,21726408340
2.26705E+11,96560068066,1.59376E+11
40804278272,40315859199,22163193216
50473615360,44810568718,31633702804
34586476544,30937064431,21630866330
35317460992,31080406724,21738253345
49369411584,61369809545,32453940440
78710071296,1.0273E+11,58328596673
85812838400,1.63262E+11,50531470534
59815321600,85882949981,54473701671
50077003776,39290184329,32322651262
36331225088,40316870048,23597857232
54206373888,35939514490,30025550743
34656411648,31689287194,21828842043
33651337216,30327826998,21630866330
49167319040,42806242973,34337932921
34963238912,30125085676,21656371751
35912851456,29478065995,22716016929
45750620160,49024754618,28485069468
33950300160,29629467656,21630866330
34894917632,30696998118,21656371751
65030483968,57770011957,39786948463
35523411968,27817948542,22084059064
37972193280,45955474857,23597857232
35978149888,31393328029,22577867012
1.46278E+12,1.31731E+12,1.01136E+12
34658045952,32192611226,21695243142
42580840448,57017390778,27727485750
1.90956E+11,88268160601,1.15012E+11
38175830016,25945889096,23717865247
39491366912,35350265475,23715559002
34198304768,29884304439,21630866330
47207641088,47662127543,31614019726
34886873088,30259436441,21695243142
34531840000,30570183656,21652902740
39208361984,31501787604,25044018446
58731106304,95108128393,37445226026
2.76225E+11,2.4554E+11,1.9196E+11
36388491264,30272443118,22798761590
34770092032,29953132194,21934736105
38490742784,62622295398,23597857232
3.63758E+11,2.07384E+11,1.86157E+11
35743121408,31802991096,22072185636
40147755008,32174778547,24906426585
35857514496,33194054660,23088564075
37675872256,30235537725,23698530802
35254804480,31530765413,21934736105
47557345280,83864373665,29806385461
35071344640,28001442076,22428717643
34655584256,31455772383,21656371751
36028051456,34529629607,22071457909
39046000640,45518129189,24746009038
37851770880,32496943599,24652296263
82168774656,1.01645E+11,57381188701
79565053952,1.10618E+11,58869674142
35809284096,31477583119,22195105471
64845918208,1.0673E+11,43209017145
42630447104,28334209218,25920093269
35229933568,30779734832,21911588772
34250328064,29956689920,21695243142
54774493184,44133537074,33341636032
42150465536,44380884479,26157157278
34497449984,29963914376,21695243142
34378260480,30330361895,21652902740
36382502912,37833286377,22798761590
53302374400,69695895612,35664424839
34542833664,30866384810,21673037354
44847104000,42833651738,30183649974
55012323328,48994508439,33347364846
34311675904,30144166527,21652902740
33951791104,29941382733,21630866330
34648514560,30671593133,21726408340
89687564288,1.77682E+11,43560073198
55532617728,53393485714,43631034787
51467337728,30436348309,33924483097
50164273152,1.54946E+11,35180775943
44670345216,72841398649,28939000286
37246877696,33984544344,22221722862
35641663488,30888374747,21860879644
36410281984,23202789008,23132990776
36622635008,34090132931,22792977487
48284397568,48796195465,30719683617
34980569088,30203522007,21656371751
40312954880,32804806413,22631145738
35808309248,31718235528,22303453186
56897568768,51622793738,36810788946
35766513664,30481189605,22250178504
48109608960,49583336502,31377642715
35179851776,31319947554,22182414964
56915107840,1.06136E+11,36337310829
34718892032,28401225922,22080957111
77029761024,87577359019,48769177641
67013726208,94030850081,45839503320
35578302464,30604160657,22004795734
39952732160,45912900565,23717865247
34674544640,29194890036,21695243142
34747682816,30692027868,22101644852
57187061760,51803239416,37181445002
36151992320,30597883581,22716016929
33661669376,29920191142,21630866330
34029946880,32928990903,21630866330
2.37916E+11,3.32665E+11,1.8436E+11
33814382592,30159375637,21630866330
49447944192,39378399605,31009465535
34187071488,29953165512,21630866330
56882933760,49577932684,35866390441
35567837184,28807044824,21695243142
34631184384,30717682318,21726408340
35008622592,31699843714,21656371751
1.03216E+11,96733118350,67321133869
37296685056,31709854758,23288223968
37165113344,31826011212,22739728877
42998910976,38993708448,27012423657
49613905920,62539802753,31862305898
59219968000,43767240649,38871118348
35075137536,41088378036,22225089493
34412580864,29941792203,21695243142
42850627584,32759256434,25920093269
54737539072,66108607073,45606058888
36199309312,40359411123,22758800066
47724838912,34829205113,29752421176
35447115776,31596392139,21738253345
34941734912,31164807915,22428717643
35692380160,41886950197,21828842043
40079515648,36502241553,25052557225
60211204096,38315463638,36617658905
54956199936,24210406945,23596554867
86167011328,58312141691,54097259379
38555688960,91719103361,23715641724
45995020288,41508602160,28502721422
34508095488,30434990387,21630866330
34738143232,31485136213,21656371751
34686824448,30454333548,21656371751
37697622016,29662688866,25428394392
3.42712E+11,1.65359E+11,1.85418E+11
34845360128,30547074036,21656371751
36174675968,31136479421,22918349849
2.61391E+11,3.5118E+11,1.86345E+11
46202982400,36717443998,28437314551
39410864128,33286512249,24634455366
38055292928,53318576324,24095856507
39714246656,28569102717,24412549101
34143913984,29583877555,21652902740
33979766784,29390358694,21630866330
34634280960,29964935678,21656371751
36765364224,39932834856,23132990776
41368305664,38852685082,25099426116
33802799104,29324313369,21630866330
34333007872,29694318095,21652902740
39729082368,58071881928,23715641724
40046338048,37792735304,24086607904
40275206144,36651995555,25607920118
39045226496,40421945513,24264115553
46560337920,48006609498,28454912287
35085856768,30718042619,22135554013
61209956352,92595912453,39302445201
35427143680,10982149297,23132990776
33912793088,30201813514,21630866330
34812592128,31147441861,21720698641
37350191104,32371600970,23201016568
33807331328,29410968278,21630866330
35016691712,29142711686,22221722862
34456088576,29890676180,21656371751
1.66502E+11,1.24516E+11,1.11334E+11
36042207232,30277004053,22716016929
33866895360,29840147799,21630866330
35729166336,28526373976,21898122482
39868063744,31196869286,23118373014
33827352576,29250772104,21630866330
33815130112,29160558291,21630866330
34613968896,30298324777,21695243142
1.47931E+11,1.26354E+11,1.00834E+11
36340670464,33751272028,23597857232
34435100672,30694684424,21726408340
37745045504,41779000987,23597857232
62421557248,55433098482,37941679605
34562314240,29730985266,21687987621
2.55318E+11,84158403274,1.58766E+11
3.39227E+11,2.51798E+11,2.26029E+11
55865843712,1.34853E+11,36090675613
39293837312,35536533197,25142364121
34340773888,30688856288,21726408340
35632037888,30963419782,22004795734
33665171456,29860031576,21630866330
36162174976,31474189436,22012051255
35882749952,41577666817,22507559794
35622944768,30173242095,21860879644
34800119808,30650599721,21726408340
59153940480,57678236124,34953392515
36755316736,30897892815,23597857232
55510605824,1.66025E+11,36229842954
35594440704,20778266204,22512334729
34843238400,30173034768,21816240888
45838983168,50014365338,28857048082
37472280576,44324612868,23573841107
60872548352,1.02948E+11,49818982977
43869261824,37627080491,27406543493
36155965440,33390189735,22035236334
44518154240,60347916445,28920018865
47449161728,63928710837,33181801670
61732999168,1.27473E+11,39100418377
35939270656,28854421054,22726265852
34830028800,29590793342,21656371751
37548670976,31884169378,22758800066
58731106304,98202366426,35246311768
47221616640,35632345761,29334860736
48181063680,78742698067,29522649377
34502365184,29910536983,21687987621
35822575616,32125052599,22250178504
39827521536,32356699242,25044229555
58285113344,45232162866,38497846965
36264271872,31489841133,22918349849
36392177664,30302687901,22738602049
34260375552,29775029743,21630866330
47343304704,40601921621,28390163842
36458991616,28530895063,22163193216
35269963776,26700523083,22080957111
43680395264,29761116130,27541419750
35202879488,30595643935,21687544216
34770903040,30435043029,21687987621
34436939776,30218452629,21695243142
35084132352,32003898116,21707316271
35126829056,32084805420,21656371751
36256333824,34069049583,23597857232
34550448128,30524754651,21642939459
71974330368,1.5373E+11,35892341123
35715399680,30987009291,21978443938
64053702656,88226470483,42250410538
34536079360,30364737957,21630866330
34344947712,29488036854,21630866330
37389221888,38181807508,23633946493
35184013312,30965248811,21934736105
35108851712,32396857914,21707316271
38403952640,49654357282,24122077563
34745171968,30723783187,21934736105
35487518720,35667923733,22487785513
34478661632,32151998354,21828842043
52285431808,89039062567,35938493532
36347781120,29626109525,22869892927
42620624896,61227199543,27727485750
39673061376,35314833184,24608159696
1.09699E+11,94945616322,1.32566E+11
62193491968,15078889370,37719060490
40890826752,48026619268,25636362689
38003384320,34090380000,22869892927
34775875584,26549132912,21828842043
34016223232,30178007448,21630866330
34748432384,30501976504,21726408340
55832449024,72209096251,33837222427
35233464320,30790676104,21695243142
34979082240,30284446809,21934736105
1.7716E+12,1.33704E+12,1.31588E+12
1.48714E+11,73889694306,90565886406
48810438656,62513518611,31827806824
83587842048,1.0844E+11,51736319277
39017844736,50912383994,24106721071
62210052096,81839221794,38949772173
34458402816,30113578330,21726408340
68121964544,74963794690,53009389165
35436105728,90224607164,22507559794
61561679872,72058036452,38058420028
34959306752,33703398464,21934736105
47460872192,84627746474,34264456186
33727242240,29935038679,21630866330
1.58754E+11,87528840230,95551470844
41444732928,32755001207,26650823059
37752053760,31565883249,22882512968
34177398784,29853768775,21630866330
53886922752,66061266513,36106253830
47143374848,72722123045,30302053788
40642351104,61828277127,26058697908
60505899008,75692002919,39755377702
3.25636E+11,2.57728E+11,2.34278E+11
35128991744,30964827067,21652902740
34566619136,31067958637,21816240888
45199200256,32315772227,24618397907
48803590144,36651961536,30517778837
44228902912,29050131859,27047661074
39110733824,1.28849E+11,23715641724
35882000384,30461463077,22035236334
37145264128,35336530819,23800785141
36029878272,32322389117,22071457909
34758684672,32462317237,22080957111
57360187392,72992916505,37906478463
61110611968,65683074508,39748220674
33605222400,29723047356,21630866330
34845360128,30549097149,21656371751
37363159040,38474061577,22963872861
35421151232,32721544014,21816240888
55561482240,52210744964,36879668164
40068939776,34270449860,24467845717
35918032896,28281766009,22512334729
34950729728,31190726450,22101644852
34011090944,29699373513,21652902740
72264916992,1.56217E+11,43623310036
38006464512,30722955353,23441576119
58444173312,52286949060,38874928525
4.18369E+11,3.95768E+11,2.54461E+11
35675410432,29636188848,22035236334
55044698112,44722927789,35992216725
36362469376,29896611826,22726265852
33799368704,29256867206,21630866330
66049839104,55909043808,44224626454
34533584896,30581822761,21726408340
39169802240,34836178667,24283903902
43059310592,74080923511,27146365594
45327687680,48188877343,29458606936
37006512128,33420881233,23425668935
34578096128,29990672818,21695243142
34866552832,30237732064,22101644852
34164146176,30508784736,21630866330
47616466944,43812914494,29023031444
50613620736,56061455635,33117373055
33669703680,29328938703,21630866330
2.10544E+11,2.89899E+11,1.38572E+11
38835863552,33023637490,23597857232
36399587328,29936796490,22726265852
36300419072,33406136139,22512334729
34948714496,29604512291,22250178504
34491551744,29403140059,21695243142
34715533312,31431311350,21656371751
33665171456,29508786937,21630866330
51360260096,55801200060,31777678020
43679260672,36486594266,27512387112
36801720320,7178752576,23132990776
92152340480,2.3453E+11,67331578071
57721565184,36214149959,36733353688
40363524096,33954123425,25052557225
35982258176,30214140062,22716016929
36005769216,30486600664,23597857232
36239106048,30002689980,22726265852
34462134272,31480024824,21687987621
52015001600,43924964645,31146050103
35137671168,29925216170,21630866330
33927380992,29714444201,21630866330
67987795968,61842448616,44611112226
35872059392,31216519970,22726265852
46628638720,83675033915,29870896867
1.45494E+11,3.27647E+11,83094440526
35685212160,30994724978,22164664871
62500306944,54534011005,41366664078
45415256064,39996501584,29249704936
34062524416,30019009559,21630866330
35124899840,30733575441,21738253345
48188432384,30972033385,31531194126
34620391424,30441759129,21726408340
37430542336,25541601122,23597857232
59112312832,42035936957,47088573598
33565073408,29606014908,21630866330
36823900160,42476707430,23523333938
2.11281E+11,1.26911E+11,1.44729E+11
36780445696,33544647897,23393128642
50937458688,45494906783,33277704691
37104852992,34307314742,23492268969
36739543040,41807118136,23523333938
44052328448,42158962343,28954998614
36982665216,35404756559,23573841107
57797488640,97825837640,33286207064
2.92983E+11,2.43431E+11,2.32778E+11
35569369088,30799040807,22433492578
59099082752,79205528940,41387511765
53314080768,53729192286,32516424278
36204871680,33960271631,22306482573
50949369856,37564938939,32755175477
35541839872,29904308899,21664975869
38088740864,32904688003,23959363703
34340773888,30720100193,21726408340
48059551744,60525354990,31243625017
36787642368,28837544040,21816240888
34759286784,31696870348,21656371751
34511626240,30306950650,21642939459
36544659456,30415294764,22726265852
33565073408,29882354079,21630866330
36436254720,33225300483,23462059757
34626437120,30614698123,21656371751
43814895616,40051974856,29035652460
36532625408,30006920639,22726265852
38732427264,27955643802,24248274962
35396296704,35802919007,21816240888
45025755136,49281660536,26502241140
34684862464,29592836752,21656371751
37202612224,30955366710,22716016929
35023503360,28515277518,22080957111
35721166848,32926138589,22143316972
34088372224,29177032477,21630866330
2.35095E+11,1.26454E+11,1.36482E+11
34361618432,30827121063,21642939459
35269963776,26814575672,22080957111
37663854592,31732991069,22869892927
34966069248,29549136043,21695243142
48322777088,20217652251,30071452101
41865981952,34720112974,24405094829
34141976576,29653213463,21642939459
40321204224,35871685944,24757597410
33977593856,29037594778,21630866330
40376242176,33469140048,25194403910
52178907136,70160651148,32767099804
35484147712,30479647693,21948003338
35912851456,29644562747,22716016929
41856454656,34266002709,25125584182
35532533760,30717794695,22004795734
34024613888,32421049883,21630866330
55219347456,87004042137,37131309947
36723347456,30662631881,23288223968
37271744512,37954369956,22894454326
34554634240,31200608610,21816240888
77319626752,2.16026E+11,58510283094
35504857088,27937927044,22250178504
36035649536,30237141109,22813967067
2.90111E+11,1.873E+11,2.21097E+11
45471297536,67762958813,28260642749
45136560128,37039275798,28145264710
34514780160,30158754333,21695243142
47659196416,45336216675,29538057167
43999862784,83735234277,29285580048
1.28569E+11,1.42477E+11,95670619977
66682007552,71174756583,47653361972
35613151232,30732432728,22004795734
54992265216,91716909073,33914938382
64379088896,71555890770,43689038587
35844407296,29921286483,22726265852
35010617344,29960252960,22428717643
44656623616,50398723470,27395034977
46141698048,46450415178,29907871042
2.62315E+11,1.49981E+11,94463449686
34539012096,30357339728,21687987621
47246036992,42117218141,28951820938
37710569472,27957446942,22740197291
35191566336,33708443526,21953807293
48786235392,48188881976,32205444650
35934756864,33619861545,22143316972
36593090560,41200829601,22968161669
41627500544,36258199487,29042665782
46812803072,51013130506,29720589013
34619789312,30195664900,21656371751
3.84452E+11,5.3268E+11,2.63235E+11
34584973312,29516591261,21695243142
75170144256,54744886361,44611112226
35886317568,35746193987,22143316972
35681931264,31970345816,22072185636
44618006528,1.04783E+11,28370159525
38251687936,24002000463,24122077563
1.1058E+11,1.06381E+11,88171343818
37072949248,32687892766,23144188109
49331453952,38366669227,32286244944
54153326592,83146160106,36475852949
1.34252E+11,1.06962E+11,88508183025
49358819328,53728088956,29644079476
48964194304,61846251782,31324831157
34854363136,30595507193,21656371751
51292053504,35463197242,33632458719
38348029952,27016064810,25142364121
39907622912,30390399289,25082649725
36270284800,32369265860,23232953557
49719746560,59536639603,31574343791
73964126208,89964303615,48163042451
35227619328,30400261268,21695243142
56806993920,43248769212,35193583496
1.04762E+11,1.80047E+11,81726892875
50652069888,75536376677,31507212839
34329047040,30751454274,21726408340
51035082752,70050030374,35228393624
57129926656,38551907975,36396676091
1.14196E+11,56981611720,82512121681
34016413696,29429725340,21630866330
40043151360,42371715693,24619486799
50166308864,55046191597,29556008611
34045800448,29871153626,21642939459
37114957824,37779249874,23325328324
33944526848,29594335559,21642939459
34626555904,29542803848,22080957111
37030084608,30807247255,21911588772
44918378496,38889739589,25219730442
34556448768,30648460484,21695243142
48031920128,41196417076,30798643265
35124862976,31445720579,21816240888
34414923776,30271925108,21630866330
37419524096,40002694971,22758800066
35245084672,31088508162,21838581988
53392220160,42468670517,34739296742
36187463680,29026834634,22739728877
61634945024,86790200300,49302529568
36894187520,36431474911,22919908894
34257336320,29847068776,21630866330
34770644992,31567469532,21828842043
34696773632,29765940979,21656371751
37984935936,33905628861,23819337144
49720795136,79403853655,33590969931
59848003584,54648132419,35047673685
53709164544,1.11762E+11,32754976617
48807862272,49364925665,30899867851
47911538688,46478708263,29520440617
39623524352,1.11001E+11,23794871965
47826251776,39677505438,29057809893
36247187456,32335885706,23116787296
34723487744,30066294871,21656371751
54945591296,44936499080,35556082144
43722211328,37732882443,27920376031
38002847744,35073543633,23571995897
35975761920,30458442454,22739728877
35719630848,31173215680,22004795734
47821426688,40149202781,31125432251
39605362688,38235856551,24095146683
36451749888,32579506084,23597857232
34913685504,29209474453,22250178504
36227088384,34713335821,22945089468
36670554112,30041905888,23462059757
41469644800,51937199675,24610948020
49508610048,55774592816,32530544425
37034225664,28163506540,22428717643
36748271616,30812289732,22882512968
55992565760,1.73382E+11,37095130335
81286569984,88454965726,57698866379
34813788160,31632818014,21816240888
35350425600,31475300379,21656371751
36256342016,35818036497,22716016929
38275305472,42307896445,24106721071
38632255488,69313877993,24248274962
34591166464,28403973348,21695243142
36523778048,15226373957,23132990776
36778037248,31895992547,22739728877
40233213952,43135509136,25181990560
62383579136,45391571790,41551096162
33924706304,30217845260,21630866330
35746041856,31668665761,22066401533
40388464640,32319608793,25194403910
34106677248,31453831228,21642939459
34466328576,30198526619,21687987621
58731106304,94216506715,35246311768
69963964416,95008093306,47013244920
33970112512,29831948331,21630866330
34677080064,28421553876,22101644852
34333691904,30358973356,21642939459
62982512640,85373301544,44135483724
33927329792,29829916148,21630866330
34788249600,30531488503,21656371751
36332363776,33117223652,22963872861
44438261760,32106057718,24609859128
48748019712,35568623280,32166662993
53832372224,43301426457,33399113676
2.28744E+11,1.54903E+11,1.40611E+11
43698524160,47784511305,27672458482
59326480384,57751043255,86007199498
41405206528,15740328285,25640598305
43069100032,61587478640,26459350660
35167571968,30373910432,22221722862
36110974976,34688129522,22320241200
34737840128,30510096105,21727954162
34770903040,29492201331,21687987621
43386933248,77991225904,26459350660
35031560192,30412412287,21730501350
33688436736,29850664773,21630866330
35137671168,31576411944,21630866330
35225735168,31238913330,22428717643
36569047040,31197357480,22726265852
51614994432,56278837709,36700535218
34779127808,28271255809,21656371751
40107970560,30857293654,24906426585
34106173440,29619554224,21630866330
45158150144,43874845499,28794750770
36718477312,30710875869,22726265852
37726666752,46268084175,23739662652
34601152512,31124877867,21630866330
54770864128,96560342395,34867588954
59835895808,70982375833,38707009772
46335205376,31003267912,28634326721
52040355840,44794576733,35799435728
35164860416,31402986958,22303453186
34412580864,29962948133,21695243142
44843298816,36614392463,32353089400
35372298240,36868059846,21934736105
37002973184,33862111973,23597857232
37897625600,35994207610,25428394392
1.02144E+11,1.08541E+11,56832854354
35502182400,51107101324,22507559794
34627297280,30227133644,21687987621
36039151616,31906127302,22071457909
98810257408,12766074062,65791646235
1.51764E+11,1.2255E+11,1.08071E+11
60816338944,53432514494,38383666822
35491446784,31901432224,21838581988
38175830016,33413681043,23717865247
2.37592E+11,1.59735E+11,1.68157E+11
1.28517E+11,71098362547,81208540693
47964610560,42472823944,28241116412
34998550528,30106241086,22250178504
36022042624,30448651292,22716016929
1.28648E+11,73913393975,90266128095
34586288128,31716300445,21656371751
36766359552,34482410148,23597857232
49022025728,49271443866,32365756816
35070722048,30495728134,22250178504
34341310464,30242177367,21687987621
39625986048,15027753429,25593699032
37185376256,33743772736,23201016568
1.92031E+11,93061299807,1.42705E+11
42650763264,76204230777,27146365594
35911843840,28353999959,22726265852
37799718912,96096203353,23597857232
35319640064,32995288831,21738253345
33621719040,30003133114,21630866330
1.97606E+11,1.11455E+11,1.36978E+11
34785128448,30061433101,21695243142
79493554176,77573649886,61151354518
35691503616,28964783508,22195105471
40007426048,32191800619,22631145738
49445773312,31884260750,31800619151
34736242688,30365834534,21687987621
35620708352,30302091504,22035236334
53539401728,81191634386,37133241660
35888390144,30874311087,22726265852
34070890496,30816295519,21642939459
33781929984,29910113631,21630866330
50241576960,63720314496,32360815771
36626939904,31010968330,22726265852
33700202496,29258195662,21630866330
50989199360,26706593853,34420827470
35019362304,30320767864,22250178504
34361618432,30835831069,21642939459
33899462656,29623971548,21630866330
60396691456,1.17906E+11,39465697891
35373592576,30124076733,21911588772
54072270848,58349685105,33742109257
48810438656,65262008499,30579931917
34649260032,29432528463,21828842043
35576365056,32162604005,22092879483
35683930112,32554163933,22092879483
55887286272,55811404669,35864464840
35245084672,31628802212,21838581988
48877772800,89026404989,40000246564
33669703680,29429443382,21630866330
35047985152,30518647343,21726408340
8.70653E+11,4.17914E+11,6.37313E+11
38363561984,34197092199,23602880295
34417827840,30447082877,21630866330
34594037760,30344888101,21656371751
55586426880,44102011592,32588341001
1.18375E+11,1.10742E+11,80647299576
43594506240,32298418706,26113797239
34460180480,30747455600,21687987621
34501214208,30389435937,21664975869
34629455872,30143323632,21695243142
34775875584,27092905656,21828842043
53455405056,50725021306,36281827800
45911719936,47248921634,28519047798
38424686592,32652853587,22143316972
35535618048,31444361032,21830439044
35251011584,30120059373,22456397952
34489860096,29998865978,21695243142
35735257088,30328513515,21888403693
39320596480,47412518742,23597857232
35229270016,30920617270,22182414964
58933133312,45036590038,36381092367
37036908544,31330360396,22080957111
46477037568,40293675027,28454912287
37544562688,34339012893,24012008462
41227849728,34670884615,25090887338
54114152448,83061001708,34216982423
35889938432,31785889269,22433492578
34043551744,29610226821,21652902740
34819358720,28635974958,22250178504
34546130944,29377310834,21652902740
51375112192,66611872209,33087055983
34457743360,29671681641,21695243142
34024392704,30669451849,21630866330
34653126656,30787571172,21816240888
1.12295E+11,31254587352,-19974456134
34631045120,29674817608,21816240888
39331835904,29120344356,23597857232
34120648704,30049831222,21652902740
50166308864,61157131805,29556008611
40355651584,30783311090,23809126657
38011400192,64914684164,23717865247
34901221376,31905489507,21816240888
50255769600,33095915181,32886329360
38782144512,44881842232,23597857232
1.11868E+11,1.95619E+11,89130736595
34838007808,30358794169,21816240888
36022042624,30251458169,22716016929
36101259264,31397478958,22880687241
45381734400,53998947084,29452725538
34305597440,30147975873,21630866330
35974971392,31127357833,23597857232
33757634560,29382457421,21630866330
